Total Matches: 110
FILE: c:/Users/soham/OneDrive/Desktop/everyday tracker/everyday-tracker/app/dashboard/ai-templates/template-builder.tsx | LINE: 617 | MATCHES: ['#fff'] | CONTENT: .ait-btn--primary { color: #fff; background: linear-gradient(135deg, #2563eb, #0891b2); box-shadow: 0 1px 3px rgba(37, 99, 235, .26); }
FILE: c:/Users/soham/OneDrive/Desktop/everyday tracker/everyday-tracker/app/dashboard/calendar/page.tsx | LINE: 407 | MATCHES: ['#fff'] | CONTENT: onFocus={(e) => { e.currentTarget.style.borderColor = "#2563eb"; e.currentTarget.style.background = "#fff"; }}
FILE: c:/Users/soham/OneDrive/Desktop/everyday tracker/everyday-tracker/app/dashboard/calendar/page.tsx | LINE: 408 | MATCHES: ['hsl(216 20% 98%)'] | CONTENT: onBlur={(e) => { e.currentTarget.style.borderColor = "var(--border)"; e.currentTarget.style.background = "hsl(216 20% 98%)"; }}
FILE: c:/Users/soham/OneDrive/Desktop/everyday tracker/everyday-tracker/app/dashboard/calendar/page.tsx | LINE: 418 | MATCHES: ['hsl(214 20% 92%)'] | CONTENT: <div style={{ padding: "16px 24px", borderTop: "1px solid hsl(214 20% 92%)", display: "flex", alignItems: "center", justifyContent: "space-between", background: "var(--muted)" }}>
FILE: c:/Users/soham/OneDrive/Desktop/everyday tracker/everyday-tracker/app/dashboard/calendar/page.tsx | LINE: 429 | MATCHES: ['#fff', 'hsl(214 20% 88%)'] | CONTENT: style={{ padding: "10px 20px", borderRadius: 10, border: "none", background: title.trim() ? "#2563eb" : "hsl(214 20% 88%)", color: "#fff", fontFamily: "var(--font-sans)", fontSize: "0.85rem", fontWeight: 600, cursor: title.trim() ? "pointer" : "not-allowed", boxShadow: title.trim() ? "0 4px 12px rgba(37,99,235,0.25)" : "none", display: "flex", alignItems: "center", gap: 8, transition: "all 150ms" }}>
FILE: c:/Users/soham/OneDrive/Desktop/everyday tracker/everyday-tracker/app/dashboard/calendar/page.tsx | LINE: 456 | MATCHES: ['#fff'] | CONTENT: onMouseEnter={(e) => { e.currentTarget.style.background = "#fff"; e.currentTarget.style.borderColor = "var(--border)"; e.currentTarget.style.boxShadow = "0 2px 4px rgba(0,0,0,0.05)"; }}
FILE: c:/Users/soham/OneDrive/Desktop/everyday tracker/everyday-tracker/app/dashboard/calendar/page.tsx | LINE: 457 | MATCHES: ['hsl(214 30% 98%)'] | CONTENT: onMouseLeave={(e) => { e.currentTarget.style.background = "hsl(214 30% 98%)"; e.currentTarget.style.borderColor = "var(--border)"; e.currentTarget.style.boxShadow = "none"; }}
FILE: c:/Users/soham/OneDrive/Desktop/everyday tracker/everyday-tracker/app/dashboard/calendar/page.tsx | LINE: 535 | MATCHES: ['#fff'] | CONTENT: color: isToday ? "#fff" : "hsl(222 22% 22%)",
FILE: c:/Users/soham/OneDrive/Desktop/everyday tracker/everyday-tracker/app/dashboard/calendar/page.tsx | LINE: 579 | MATCHES: ['rgba(255,255,255'] | CONTENT: <div style={{ display: "grid", gridTemplateColumns: "60px repeat(7,1fr)", borderBottom: "1px solid var(--border)", background: "rgba(255,255,255,0.95)", backdropFilter: "blur(8px)", position: "sticky", top: 0, zIndex: 10 }}>
FILE: c:/Users/soham/OneDrive/Desktop/everyday tracker/everyday-tracker/app/dashboard/calendar/page.tsx | LINE: 586 | MATCHES: ['hsl(214 20% 94%)'] | CONTENT: style={{ display: "flex", flexDirection: "column", alignItems: "center", padding: "12px 8px", borderLeft: i === 0 ? "none" : "1px solid hsl(214 20% 94%)", cursor: "pointer", background: isToday ? "var(--accent)" : "transparent" }}>
FILE: c:/Users/soham/OneDrive/Desktop/everyday tracker/everyday-tracker/app/dashboard/calendar/page.tsx | LINE: 588 | MATCHES: ['#fff'] | CONTENT: <span style={{ width: 32, height: 32, borderRadius: "50%", display: "flex", alignItems: "center", justifyContent: "center", fontSize: "1rem", fontWeight: 700, color: isToday ? "#fff" : "hsl(222 22% 14%)", background: isToday ? "#2563eb" : "transparent", marginTop: 4, boxShadow: isToday ? "0 2px 8px rgba(37,99,235,0.3)" : "none" }}>{day.getDate()}</span>
